,STOP_ID,OFF_STOP_ID,TOTAL_PRICE,PATH,new cost,total_distance2,X,Y,longitude,latitude,district,district_encoded
3767,7,8050,8.7,"[7, 8050]",8.7,8353.908574,842246.0,813653.0,114.23487279463234,22.26167499490153,Eastern,1
3768,8,8050,8.7,"[8, 8050]",8.7,8245.09681,842182.0,813741.0,114.23425219216732,22.26246991307336,Eastern,1
3769,1553,8050,8.7,"[1553, 8050]",8.7,8033.413084,842199.0,813952.0,114.2344179063818,22.2643753222964,Eastern,1
3770,1546,233,8.7,"[1546, 233]",8.7,8026.607046,843904.0,814144.0,114.25096100855296,22.26610250019665,Eastern,1
3771,9,8050,8.7,"[9, 8050]",8.7,7966.809781,842149.0,813996.0,114.23393295933371,22.26477284218377,Eastern,1
3772,46,233,8.7,"[46, 233]",8.7,7637.595478,843941.0,813766.0,114.25131818628095,22.26268875101205,Eastern,1
3773,10,8050,8.7,"[10, 8050]",8.7,7608.250162,842092.0,814350.0,114.2333812189913,22.267969885402103,Eastern,1
3774,11,8050,8.7,"[11, 8050]",8.7,7438.185469,842111.0,814519.0,114.23356618021606,22.269496000357435,Eastern,1
3775,159,233,8.7,"[159, 233]",8.7,7320.139969,843708.0,813805.0,114.249057790275,22.263041967114884,Eastern,1
3776,12,8050,8.7,"[12, 8050]",8.7,7097.665278,842015.0,814845.0,114.23263590614336,22.272440313019924,Eastern,1
3777,2,233,8.7,"[2, 233]",8.7,7086.078012,843622.0,813951.0,114.24822408098984,22.264360810747025,Eastern,1
3778,3,233,8.7,"[3, 233]",8.7,6856.711493,843333.0,814109.0,114.24542085155672,22.265788861272934,Eastern,1
3779,13,8050,8.7,"[13, 8050]",8.7,6797.064214,841835.0,815086.0,114.23089025256576,22.274617288363125,Eastern,1
3780,1565,233,8.7,"[1565, 233]",8.7,6631.833748,842883.0,814404.0,114.24105604987636,22.268454686988235,Eastern,1
3781,1515,8050,8.7,"[1515, 8050]",8.7,5615.837675,840614.0,816360.0,114.21904649822316,22.286125829713285,Eastern,1
3782,503,122,8.6,"[503, 308, 122]",6.6,13287.75591,832460.0,812947.0,114.13993085832104,22.2553055284891,Southern,10
3783,686,122,8.6,"[686, 308, 122]",6.6,13263.56581,832073.0,812905.0,114.13617647085768,22.254925344884505,Southern,10
